T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,Flagged,MoE
🔶,L-R/LLmRa-1.3B,35.0,32.68,58.77,23.23,36.21,59.04,0.08,fine-tuned,XGLMForCausalLM,Original,float16,False,apache-2.0,1.31,0.0,True,8d5e8bb336cb886e20a7570bc00c2381792338a5,False,False
🟢,EleutherAI/pythia-1.4b-deduped,35.0,32.68,54.96,25.56,38.66,57.3,0.83,pretrained,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,1.4,20.0,True,77f320b24ccae4aa85a5890dbb9514bd11267bb3,False,False
?,habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-1epch-airoboros3.1-1k-instruct-V1,34.98,30.72,54.32,24.78,41.67,57.62,0.76,,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,2b961bacab9fcd4bf9a0d6979b024fe23f61555e,False,False
🔶,euclaise/falcon_1b_stage3,34.95,33.11,54.08,25.11,37.92,59.51,0.0,fine-tuned,FalconForCausalLM,Original,bfloat16,False,apache-2.0,1.0,0.0,True,593e48197e91537b203ba288260f6580b9cbcbe6,False,False
?,TinyLlama/TinyLlama-1.1B-Chat-v0.6,34.94,31.66,55.79,25.98,34.72,59.35,2.12,,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,53.0,True,bf9ae1c8bf026667e6f810768de259bb4a7f4777,False,False
🔶,Deathsquad10/TinyLlama-1.1B-Remix-V.2,34.91,33.19,56.62,25.99,34.64,58.09,0.91,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,d60a0c010610de653e55fe498585a44a7202c8b1,False,False
🔶,OpenAssistant/stablelm-7b-sft-v7-epoch-3,34.85,36.01,55.81,25.01,37.02,54.85,0.38,fine-tuned,GPTNeoXForCausalLM,Original,float16,False,,7.0,66.0,False,4c454bfc0e3618b3d574e28ba71369607e637e91,False,False
⭕,Jiayi-Pan/Tiny-Vicuna-1B,34.76,33.45,55.92,25.45,33.82,58.41,1.52,instruction-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,4.0,True,175336a0000f36b508575ef1a2da05755faf48c3,False,False
⭕,w95/megachat,34.75,30.8,54.35,25.55,39.85,56.99,0.99,instruction-tuned,LlamaForCausalLM,Adapter,float16,False,apache-2.0,0.0,0.0,True,789b259a18ca7b168ced4995138ad6195cd2e8e8,False,False
🔶,MBZUAI/lamini-neo-1.3b,34.73,32.76,49.13,28.79,41.05,56.51,0.15,fine-tuned,Unknown,Original,float16,False,?,1.32,0.0,True,a5c7ecc4d908e7a9469d080308af64ae775c733d,False,False
🔶,MBZUAI/LaMini-GPT-1.5B,34.67,31.4,48.38,29.92,42.47,55.88,0.0,fine-tuned,GPT2LMHeadModel,Original,float16,False,cc-by-nc-4.0,1.5,35.0,True,88ca6f5abe2335bac317e82684e574afdd6046b5,False,False
🔶,WizardLM/WizardCoder-15B-V1.0,34.64,32.34,47.2,29.43,41.56,55.17,2.12,fine-tuned,GPTBigCodeForCausalLM,Original,float16,False,bigscience-openrail-m,15.0,703.0,True,926ca1b215c4631bc5f8c3e47173381452c23e5c,False,False
🟢,bn22/tinyllama_frankenmerge,34.64,30.2,51.01,26.11,40.18,58.72,1.59,pretrained,LlamaForCausalLM,Original,float16,True,apache-2.0,1.54,0.0,True,086cd453c6d72be4960b6ff15fa5c97dc47993cc,False,False
⭕,maywell/TinyWand-SFT,34.61,31.4,49.96,25.98,43.08,55.17,2.05,instruction-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.63,4.0,True,ac1dffae8e8a8324fdac7a266a8ce82e6d033577,False,False
?,facebook/opt-1.3b,34.6,29.52,54.53,24.96,38.71,59.75,0.15,,OPTForCausalLM,Original,float16,False,other,1.3,128.0,True,8c7b10754972749675d22364c25c428b29face51,False,False
⭕,0x7194633/fialka-13B-v3,34.58,30.97,48.83,26.36,40.58,59.43,1.29,instruction-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,12.85,0.0,True,81bde04594320c0e8174644be352a98c7b073a88,False,False
🔶,PY007/TinyLlama-1.1B-Chat-v0.1,34.57,32.0,54.21,26.71,39.03,54.93,0.53,fine-tuned,Unknown,Original,float16,False,?,1.1,0.0,True,7abc14e7779eabc3a028bc695342869d0410dea2,False,False
?,TinyLlama/TinyLlama-1.1B-intermediate-step-955k-token-2T,34.56,30.29,54.84,26.47,36.07,58.33,1.36,,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,28.0,True,f62ecb34ea0d4acea9d896040a4616a9538e2f36,False,False
⭕,AI-Sweden-Models/gpt-sw3-1.3b-instruct,34.54,30.97,51.42,26.17,40.31,56.75,1.59,instruction-tuned,GPT2LMHeadModel,Original,bfloat16,False,other,1.44,3.0,True,5f2f03167dedc59192ee02694e07424a890d9206,False,False
?,habanoz/TinyLlama-1.1B-step-2T-lr-5-5ep-oasst1-top1-instruct-V1,34.53,31.06,55.02,26.41,35.08,58.01,1.59,,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,3.0,True,586c223b539e05fd8a63733c6a540f292460e639,False,False
🔶,bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,34.53,25.34,26.66,23.36,49.51,73.72,8.57,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,,32.53,4.0,False,468225a547a8cb0a62758d813cf9606b58506ab4,False,False
⭕,lgaalves/tinyllama-1.1b-chat-v0.3_platypus,34.5,30.29,55.12,26.13,39.15,55.8,0.53,instruction-tuned,LlamaForCausalLM,Original,float16,False,mit,1.1,6.0,True,0bb6ebe1d41d394bae0ed9107ec8d776d9d76a68,False,False
🟢,EleutherAI/pythia-1.3b,34.46,31.14,51.43,26.55,39.24,57.38,0.99,pretrained,Unknown,Original,float16,False,?,1.31,0.0,True,34b668ff0acfe56f2d541aa46b385557ee39eb3f,False,False
🟢,NYTK/PULI-GPTrio,34.42,30.72,53.49,24.73,39.03,57.77,0.76,pretrained,GPTNeoXForCausalLM,Original,float16,False,cc-by-nc-4.0,0.0,8.0,True,c85efce322a0f6d93d64f7b9096525753da6913e,False,False
🟢,gpt2-xl,34.38,30.29,51.36,26.54,38.54,58.25,1.29,pretrained,GPT2LMHeadModel,Original,float16,False,mit,1.61,0.0,False,33cdb5c0db5423c1879b1b9f16c352988e8754a8,False,False
🟢,PY007/TinyLlama-1.1B-intermediate-step-480k-1T,34.37,30.89,52.97,25.0,39.55,57.3,0.53,pretrained,Unknown,Original,float16,False,?,1.03,0.0,True,098830e58452a0a08f90eb0189ec5925803fd48b,False,False
🔶,TheBloke/EverythingLM-13B-16K-GPTQ,34.37,29.27,26.24,25.4,48.58,71.35,5.38,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,16.23,13.0,True,f14d3df05577f3e1ac35e2c4ec32ce0d39b97508,False,False
🟢,stabilityai/stablelm-base-alpha-7b,34.37,32.0,51.78,26.21,40.19,55.41,0.61,pretrained,GPTNeoXForCausalLM,Original,float16,False,cc-by-sa-4.0,7.0,209.0,True,38366357b5a45e002af2d254ff3d559444ec2147,False,False
🔶,h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt,34.32,34.04,50.51,24.66,41.8,54.93,0.0,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,7.0,12.0,True,754e0c90ed5d9241fdfd5a188572b3ea2152eaa7,False,False
🟢,facebook/xglm-4.5B,34.31,31.48,57.95,25.43,35.84,54.93,0.23,pretrained,XGLMForCausalLM,Original,float16,False,mit,5.08,14.0,True,dc6a67fac06c8bca7860b84656a0cb736293a7a8,False,False
🟢,AI-Sweden-Models/gpt-sw3-1.3b,34.31,30.38,50.4,26.14,39.97,58.88,0.08,pretrained,GPT2LMHeadModel,Original,bfloat16,False,apache-2.0,1.44,3.0,True,b0d9545a27cfaf9a937adac72ed6953f2dc597de,False,False
🔶,winglian/llama-2-4b,34.23,31.23,53.29,24.22,38.72,57.46,0.45,fine-tuned,LlamaForCausalLM,Original,bfloat16,True,,4.0,4.0,False,fbba77f9894cf738ad8d7d08fc6874856fb42507,True,False
🔶,L-R/LLmRa-1.3B_V2,34.21,30.46,53.03,26.06,36.46,59.27,0.0,fine-tuned,OPTForCausalLM,Original,float16,False,other,1.32,0.0,True,a760ebda8f736988eafea879173c5be468ea68d0,False,False
🔶,aisquared/dlite-v2-1_5b,34.2,32.59,53.98,24.93,38.77,54.7,0.23,fine-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,5.0,12.0,True,97440ff1b6ef749423758e3495cdce1b5e68ee92,False,False
🔶,LoupGarou/WizardCoder-Guanaco-15B-V1.1,34.19,32.59,45.42,25.88,42.33,56.04,2.88,fine-tuned,GPTBigCodeForCausalLM,Original,float16,False,['apache-2.0'],15.0,11.0,True,979531c84ec0b4e1712d6a5cec6907126a21e605,False,False
🔶,GeorgiaTechResearchInstitute/starcoder-gpteacher-code-instruct,34.15,32.68,47.6,28.63,40.41,55.56,0.0,fine-tuned,GPTBigCodeForCausalLM,Original,float16,False,bigcode-openrail-m,0.0,76.0,True,d866b68daa719239dc44979dbf39a608ed6f7bce,False,False
⭕,lgaalves/gpt2-xl_lima,34.12,31.14,51.28,25.43,38.74,57.22,0.91,instruction-tuned,GPT2LMHeadModel,Original,float16,False,mit,1.56,0.0,True,f7db5b1db521abd7578b95138e737637e0037ca5,False,False
⭕,0x7194633/fialka-13B-v3.1,34.11,29.95,47.28,25.41,43.03,58.48,0.53,instruction-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,12.85,2.0,True,5d7ce7a375b6641a133485c47542d522d7096f2e,False,False
⭕,KnutJaegersberg/Walter-Falcon-1B,34.07,31.06,54.92,24.58,38.47,55.41,0.0,instruction-tuned,FalconForCausalLM,Original,float16,False,apache-2.0,1.31,3.0,True,9cc302810282152eea488e8649e45dbc332313e3,False,False
🔶,habanoz/TinyLlama-1.1B-2T-lr-2e-4-3ep-dolly-15k-instruct-v1,34.04,30.55,53.7,26.07,35.85,58.09,0.0,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,1.0,True,152436a0dd6ca1603b3993bbf08a227ea131f85d,False,False
🔶,stabilityai/stablelm-tuned-alpha-7b,34.04,31.91,53.59,24.41,40.37,53.12,0.83,fine-tuned,GPTNeoXForCausalLM,Original,float16,False,cc-by-nc-sa-4.0,7.0,356.0,True,25071b093c15c0d1cb2b2876c6deb621b764fcf5,False,False
🔶,Josephgflowers/TinyLlama-3T-Cinder-v1.1,34.03,34.04,50.4,25.75,37.57,56.43,0.0,fine-tuned,LlamaForCausalLM,Original,float16,False,mit,1.1,0.0,False,1f1bc965140150b7c7a5012abe1e0e0fcce93d68,False,False
🔶,Deathsquad10/TinyLlama-Remix,34.0,31.14,49.5,27.34,40.53,55.41,0.08,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,e5ba81a66f14d23a72053b2d6bdcd31c111d81ac,False,False
🔶,jzjiao/opt-1.3b-rlhf,33.99,28.92,52.77,25.39,37.44,58.96,0.45,fine-tuned,OPTForCausalLM,Original,float16,False,,1.3,0.0,False,5b12df71b21b6b7d76ca9d56de6751f25022e854,False,False
?,bigscience/bloom-1b7,33.98,30.63,47.6,27.48,41.31,56.04,0.83,,BloomForCausalLM,Original,float16,False,bigscience-bloom-rail-1.0,1.72,105.0,True,cc72a88036c2fb937d65efeacc57a0c2ef5d6fe5,False,False
🔶,PygmalionAI/pygmalion-2.7b,33.98,32.76,54.13,23.28,37.17,56.51,0.0,fine-tuned,GPTNeoForCausalLM,Original,float16,False,creativeml-openrail-m,2.7,48.0,True,9533805293bc48e8ddfe9dc1940d8cbc5662113e,False,False
🔶,LoupGarou/WizardCoder-Guanaco-15B-V1.0,33.96,30.46,45.59,26.79,46.39,53.12,1.44,fine-tuned,GPTBigCodeForCausalLM,Original,float16,False,['apache-2.0'],15.0,6.0,True,ab5ea678d63eb2324658dcc8cfae267eabc366ef,False,False
🔶,golaxy/gogpt-3b-bloom,33.96,31.91,50.32,25.2,41.79,54.38,0.15,fine-tuned,BloomForCausalLM,Original,float16,False,apache-2.0,3.0,5.0,True,fe942d5d0faca8156eaf456ecdf569993eab8062,False,False
⭕,lgaalves/gpt-2-xl_camel-ai-physics,33.96,29.52,50.62,26.79,39.12,57.54,0.15,instruction-tuned,GPT2LMHeadModel,Original,float16,False,mit,1.56,0.0,True,e20cf5a8c89441f4dc15fd2af12dbe72b7df8e60,False,False
?,TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-GPTQ,33.78,28.41,26.05,24.71,49.54,68.67,5.31,,LlamaForCausalLM,Original,float16,False,other,35.58,76.0,True,cd07cc7c55b46524f61214012653c25226d24c0d,False,False
🟢,PY007/TinyLlama-1.1B-intermediate-step-240k-503b,33.72,29.27,49.71,26.26,40.17,56.59,0.3,pretrained,Unknown,Original,float16,False,?,1.1,0.0,True,213ebf60d7fdd3258fa5574840b06c97a7e8cf5d,False,False
🟢,EleutherAI/gpt-neo-1.3B,33.58,31.23,48.47,24.82,39.63,56.91,0.45,pretrained,GPTNeoForCausalLM,Original,float16,False,mit,1.37,219.0,True,8282180b53cba30a1575e49de1530019e5931739,False,False
⭕,RWKV/rwkv-raven-1b5,33.56,31.83,52.6,25.96,37.09,53.91,0.0,instruction-tuned,RwkvForCausalLM,Original,float16,False,,1.0,11.0,False,571a3bd891ce33f2ee3fc6de09218178edb0dae2,False,False
🔶,lxe/Cerebras-GPT-2.7B-Alpaca-SP,33.5,30.8,48.88,25.12,40.24,55.41,0.53,fine-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,2.7,10.0,True,ae7f22e90cb968b0a73355aa2001d6bc7df28477,False,False
🔶,postbot/gpt-neo-1.3B-emailgen,33.47,29.95,47.95,24.11,42.55,56.27,0.0,fine-tuned,GPTNeoForCausalLM,Original,bfloat16,False,apache-2.0,1.3,0.0,True,accdf0e43c0d1b313bc6d1fb307d67f1921ef3ca,False,False
🔶,Josephgflowers/TinyLlama-3T-Cinder-v1,33.47,33.53,46.36,26.03,38.32,56.59,0.0,fine-tuned,LlamaForCausalLM,Original,float16,False,mit,1.1,0.0,False,52ccb7253aaa88f675ff117917d541ec7e49d56d,False,False
🔶,BEE-spoke-data/TinyLlama-1.1bee,33.38,30.55,51.8,24.25,39.01,54.46,0.23,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,1.0,True,5889ec467cf80a83c4092b55686f8121e81bf001,False,False
?,l3utterfly/llama2-3b-distilled-layla-v1,33.36,30.46,46.05,23.91,42.14,57.38,0.23,,Unknown,Original,float16,False,?,3.0,0.0,True,a1ba0a65e5262bc134dbc562a9faf80865b0a72f,False,False
🔶,aisquared/dlite-v1-1_5b,33.35,31.66,49.69,25.62,37.08,55.96,0.08,fine-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,5.0,1.0,True,4ac21faec255e3544e96aeb3591c27bdee5ebf45,False,False
🟢,EleutherAI/polyglot-ko-12.8b,33.33,27.05,51.68,26.64,34.69,59.75,0.15,pretrained,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,13.06,69.0,True,09dfc839067bf44e7f52976eca8adbc17f04e1b0,False,False
🔶,MrNJK/gpt2-xl-sft,33.31,30.03,49.17,25.56,38.78,55.56,0.76,fine-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,0.0,0.0,True,53250831436460254b7ee9afc4014d4d3156b372,False,False
🔶,Corianas/Quokka_2.7b,33.26,31.06,47.72,24.8,40.14,55.49,0.38,fine-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,2.79,0.0,True,abe5e0f574d32f3234035b6e8c5d68bbb201e03c,False,False
🟢,cerebras/Cerebras-GPT-2.7B,33.25,29.1,49.29,25.17,41.37,54.14,0.45,pretrained,?,Original,float16,False,apache-2.0,2.7,40.0,True,4383dfd80aafdbcfd0876419d246de51e6cbf7c1,False,False
🟢,RWKV/rwkv-4-1b5-pile,33.25,31.83,52.25,25.77,35.8,53.83,0.0,pretrained,RwkvForCausalLM,Original,float16,False,,1.0,5.0,False,643585471eaf5821d94dfcb498ab5b94a36b42cf,False,False
🔶,shaohang/Sparse0.5_OPT-1.3,33.19,27.13,48.69,25.6,39.11,58.56,0.08,fine-tuned,OPTForCausalLM,Original,float16,False,apache-2.0,0.0,0.0,False,06249d582b0cfefac537dd6bee2e578002ffff00,False,False
?,shaohang/SparseOPT-1.3B,33.19,27.13,48.69,25.6,39.11,58.56,0.08,,Unknown,Original,float16,False,?,1.32,0.0,True,06249d582b0cfefac537dd6bee2e578002ffff00,False,False
🟢,TurkuNLP/gpt3-finnish-13B,32.95,24.66,46.76,23.49,44.47,58.01,0.3,pretrained,BloomModel,Original,float16,False,apache-2.0,13.0,11.0,True,ade35fd78ac2c29f7a56ffd3087321d297bb97a9,False,False
🔶,aisquared/dlite-v2-774m,32.86,30.12,47.68,25.37,40.0,53.99,0.0,fine-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,0.77,8.0,True,0ea894a33e491912cd1a65dde47b4af03f03c4f2,False,False
🟢,EleutherAI/pythia-1b-deduped,32.78,29.1,49.65,24.27,38.94,53.59,1.14,pretrained,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,1.08,14.0,True,7199d8fc61a6d565cd1f3c62bf11525b563e13b2,False,False
🔶,KnutJaegersberg/RWKV-4-PilePlus-1B5-20230520-2942-486Gtokens-ctx4096,32.68,30.63,52.63,25.04,34.96,52.8,0.0,fine-tuned,Unknown,Original,float16,False,?,1.41,0.0,True,657e40fe890c2baa1705b45084a93a70b98842eb,False,False
🔶,w601sxs/b1ade-1b,32.59,28.58,46.08,25.11,41.34,53.83,0.61,fine-tuned,GPTNeoXForCausalLM,Original,float16,False,mit,1.0,0.0,True,b4b0fd71589e6590089e1ec14a840ecab10894ae,False,False
🔶,TFLai/gpt-neo-1.3B-4bit-alpaca,32.58,28.24,46.35,25.19,39.26,56.2,0.23,fine-tuned,Unknown,Adapter,4bit,False,?,1.3,0.0,True,137d483d1dc757c81c59bd190016f7c5df01f978,False,False
?,bigscience/bloom-1b1,32.47,28.33,42.78,26.7,41.8,55.01,0.23,,BloomForCausalLM,Original,float16,False,bigscience-bloom-rail-1.0,1.06,48.0,True,6f4195539db0eef1c9d010289f32e0645d9a2354,False,False
⭕,rinna/bilingual-gpt-neox-4b-instruction-sft,32.46,28.07,47.5,23.12,43.76,52.33,0.0,instruction-tuned,GPTNeoXForCausalLM,Original,float16,False,mit,3.8,16.0,True,c20e42bd49a3b1b0d0a07151899a322c4760e871,False,False
🟢,Kunhao/pile-7b-250b-tokens,32.44,29.27,46.29,25.25,40.49,52.8,0.53,pretrained,LlamaForCausalLM,Original,bfloat16,True,,7.0,0.0,False,caefdf7a7c177905b0b16fbe9d4c7ba08def97c2,False,False
?,MBZUAI/LaMini-GPT-774M,32.43,27.65,43.81,26.3,40.26,56.59,0.0,,GPT2LMHeadModel,Original,float16,False,cc-by-nc-4.0,0.77,9.0,True,4f3bd4b37d249e6aa335be677afd39f417e05b5d,False,False
🟢,Salesforce/codegen-6B-multi,32.43,27.22,41.11,25.71,45.65,53.91,0.99,pretrained,CodeGenForCausalLM,Original,float16,False,bsd-3-clause,6.0,18.0,True,2d58b1e73791e8f0be7ea59c2720dccb6f4d0f06,False,False
?,FabbriSimo01/Bloom_1b_Quantized,32.41,27.73,42.83,26.28,41.82,55.64,0.15,,BloomForCausalLM,Original,float16,False,bigscience-bloom-rail-1.0,1.0,0.0,False,f31188966c6735bd894edacfee8371a6eaf7dbc7,False,False
⭕,deepseek-ai/deepseek-coder-1.3b-instruct,32.4,28.58,39.87,28.47,44.02,52.41,1.06,instruction-tuned,LlamaForCausalLM,Original,float16,False,other,1.3,42.0,True,e04e04028d6345ab3225644cd615e2573ffb9b8c,False,False
🟦,Locutusque/gpt2-large-conversational,32.33,26.96,44.98,26.33,39.6,56.04,0.08,RL-tuned,GPT2LMHeadModel,Original,bfloat16,False,openrail,0.77,4.0,True,6674ad1ed9f518054561b866172eb88b7a769413,False,False
⭕,xaviviro/FLOR-1.3B-xat,32.27,26.79,41.63,26.65,44.38,53.43,0.76,instruction-tuned,BloomForCausalLM,Original,float16,False,apache-2.0,1.31,0.0,True,35cdda0d2b7ade43fd39f3fb4ffad25f0c2730ea,False,False
🟢,rinna/bilingual-gpt-neox-4b-8k,32.23,28.58,43.94,25.38,47.48,47.99,0.0,pretrained,GPTNeoXForCausalLM,Original,float16,False,mit,3.95,24.0,True,ad56d7fc86db4ad5a7036bc9f80e11cd6f435a60,False,False
🔶,Rachneet/gpt2-xl-alpaca,32.21,26.79,43.85,26.31,39.4,56.91,0.0,fine-tuned,GPT2LMHeadModel,Original,float16,False,,1.61,0.0,False,a1a19acc0ef161bfa35f460c15ed3015595714d8,False,False
🔶,Devio/test-3b,32.2,27.65,44.79,23.53,41.42,55.49,0.3,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,,3.5,0.0,False,b81c038ee2fa2addd285acde08b1a7ca3cb2854d,False,False
🟢,rinna/bilingual-gpt-neox-4b,32.14,29.18,43.73,23.1,45.0,51.85,0.0,pretrained,GPTNeoXForCausalLM,Original,float16,False,mit,3.95,24.0,True,f02f6f3c8da0093f3c1ce59220409bc2fa9fbb17,False,False
🔶,stabilityai/stablelm-tuned-alpha-3b,32.14,27.82,44.06,23.08,42.33,55.01,0.53,fine-tuned,GPTNeoXForCausalLM,Original,float16,False,['cc-by-nc-sa-4.0'],3.0,110.0,True,d1c03d2114451d562416b9efe4281d319ceff99e,False,False
🔶,Mohammed-Altaf/Medical-ChatBot,32.13,30.55,38.63,25.98,41.25,55.41,0.99,fine-tuned,GPT2LMHeadModel,Original,8bit,False,mit,0.0,3.0,True,9e2d5d7a6189762164690a2fe714b00ce497b253,False,False
🔶,Mohammed-Altaf/Medical-ChatBot,31.98,30.46,38.6,25.96,41.04,54.85,0.99,fine-tuned,GPT2LMHeadModel,Original,float16,False,mit,0.0,3.0,True,9e2d5d7a6189762164690a2fe714b00ce497b253,False,False
🔶,Mohammed-Altaf/Medical-ChatBot,31.87,30.46,38.55,25.91,41.02,54.22,1.06,fine-tuned,GPT2LMHeadModel,Original,bfloat16,False,mit,0.0,3.0,True,9e2d5d7a6189762164690a2fe714b00ce497b253,False,False
🟢,PY007/TinyLlama-1.1B-step-50K-105b,31.86,25.85,44.1,26.78,39.51,54.38,0.53,pretrained,Unknown,Original,float16,False,?,1.1,0.0,True,c1f1ef67c12e4bb85fe0bdf1747c645a202cc118,False,False
🔶,Mikivis/gpt2-large-lora-sft,31.82,26.79,44.15,25.82,39.06,55.09,0.0,fine-tuned,GPT2LMHeadModel,Original,float16,False,mit,0.77,1.0,True,1c0c5a686f3c83692e033416197155557e4d3a0d,False,False
🔶,YeungNLP/firefly-bloom-2b6-v2,31.82,27.65,39.23,25.24,42.27,54.78,1.74,fine-tuned,BloomForCausalLM,Original,float16,False,,2.0,9.0,False,8334b22c39937c0404e09dd22a867e2e2a6fc9e0,False,False
⭕,llm-jp/llm-jp-13b-instruct-full-jaster-dolly-oasst-v1.0,31.77,26.88,44.78,23.12,45.19,50.67,0.0,instruction-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,13.0,6.0,True,68282fe744c69ea2e4420a4a6833c0b9168215eb,False,False
?,TheBloke/orca_mini_13B-GPTQ,31.73,27.3,25.85,25.31,48.06,63.77,0.08,,LlamaForCausalLM,Original,float16,False,mit,16.22,45.0,True,8ec18e5c597da86fa123c08b6e6bef7da6ec7440,False,False
⭕,llm-jp/llm-jp-13b-instruct-full-jaster-v1.0,31.63,27.22,44.7,23.12,44.69,50.04,0.0,instruction-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,13.0,13.0,True,b44eac954eac7ddbceba4f510325fd710c977eab,False,False
🔶,KoboldAI/fairseq-dense-355M,31.58,25.43,46.67,25.3,39.19,52.88,0.0,fine-tuned,XGLMForCausalLM,Original,float16,True,,0.4,6.0,False,24da1ea670f0638c2df911596e95c764bcd5fb44,True,False
🟢,EleutherAI/pythia-410m,31.55,26.19,40.85,27.25,41.22,53.12,0.68,pretrained,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,0.51,14.0,True,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,False,False
🔶,Yukang/Llama-2-13b-chat-longlora-32k-sft,31.54,26.54,26.1,23.12,49.16,64.33,0.0,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,,13.02,21.0,False,6f2924e354c3ab035aa2ff7c7e28d0e5327e2667,False,False
🔶,aisquared/dlite-v1-774m,31.51,28.07,44.35,25.91,36.11,54.62,0.0,fine-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,0.77,0.0,True,d3f5401d07965fb13c2cb8b458ffaed9a5a79c2d,False,False
🔶,Mikivis/gpt2-large-lora-stf4,31.5,26.88,42.17,25.53,40.84,53.59,0.0,fine-tuned,GPT2LMHeadModel,Original,float16,False,,0.0,0.0,False,82eff3a62116fd589ad7319c9d75ff6b12f42f72,False,False
🟢,stabilityai/stablelm-base-alpha-3b,31.5,26.45,42.24,25.43,40.5,53.91,0.45,pretrained,GPTNeoXForCausalLM,Original,float16,False,['cc-by-sa-4.0'],3.0,83.0,True,99567ccfe45fabe467c71393aa6716106edb83c2,False,False
🔶,Yukang/Llama-2-13b-chat-longlora-32k-sft,31.43,26.11,26.17,23.12,49.07,64.09,0.0,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.02,21.0,False,6f2924e354c3ab035aa2ff7c7e28d0e5327e2667,False,False
?,facebook/xglm-1.7B,31.42,25.85,45.68,25.1,37.21,53.91,0.76,,XGLMForCausalLM,Original,float16,False,mit,1.7,13.0,True,d23a5e8e2164af31a84a26756b9b17f925143050,False,False
🔶,uukuguy/speechless-coder-ds-1.3b,31.4,26.54,39.49,24.85,42.12,53.04,2.35,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.3,0.0,True,8045ddf0d93e582dd6ed80c9f62fd0b6c7d8f806,False,False
🔶,Mikivis/gpt2-large-lora-sft2,31.33,26.62,42.68,24.72,40.31,53.67,0.0,fine-tuned,GPT2LMHeadModel,Original,float16,False,,0.77,0.0,False,1244efb5d20765beb54f6b4a4e1426cf6d5daf44,False,False
⭕,nicholasKluge/Aira-2-774M,31.33,28.75,40.8,25.1,41.33,52.01,0.0,instruction-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,0.77,3.0,True,f43044cfe7bf0827a176f0d319c63251c2b29373,False,False
🔶,KnutJaegersberg/gpt-2-xl-EvolInstruct,31.32,27.39,38.46,25.67,42.76,53.51,0.15,fine-tuned,GPT2LMHeadModel,Original,float16,False,cc-by-nc-4.0,1.61,1.0,True,3e68735b9bfbca5c2e6a8e4367f003ab3d3c1512,False,False
?,FabbriSimo01/Cerebras_1.3b_Quantized,31.31,25.94,38.56,26.79,42.67,53.51,0.38,,GPT2LMHeadModel,Original,float16,False,mit,1.3,0.0,False,e2126a42a1c8a938553dd513e4adafec41cb793e,False,False
🟢,cerebras/Cerebras-GPT-1.3B,31.3,26.28,38.54,26.59,42.7,53.43,0.23,pretrained,?,Original,float16,False,apache-2.0,1.3,44.0,True,5b95400ee8d1e3cc9f79f0dec7182ed9c1009c34,False,False
🟢,EleutherAI/pythia-410m-deduped,31.29,24.83,41.29,25.99,40.95,54.38,0.3,pretrained,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,0.51,20.0,True,c4fc8d586d62df497f1f9b69d66d3ca419992d3e,False,False
